,date,time,round,day,home_team,away_team,goals_home,goals_away,xg_home,xg_away,poss_home,formation_home,referee,sh_home,sot_home,dist_home,fk_home,pk_home,pkatt_home,season,target,poss_away,formation_away,sh_away,sot_away,dist_away,fk_away,pk_away,pkatt_away
551,2022-10-09,16:15,8,6,13,22,2.0,2.0,1.3,1.3,54.0,4-4-2,Alejandro Hernández,8.0,3.0,13.1,1.0,0,0,2023,2,46.0,4-2-3-1,9.0,6.0,15.2,0.0,0,0
552,2022-10-19,19:00,10,2,13,15,0.0,0.0,0.9,0.9,41.0,4-4-2,Antonio Matéu Lahoz,13.0,3.0,19.2,0.0,0,0,2023,2,59.0,4-2-3-1,12.0,3.0,19.1,0.0,0,0
553,2022-10-29,16:15,12,5,13,5,3.0,2.0,1.1,1.3,41.0,4-4-2,José Sánchez,10.0,7.0,14.7,0.0,0,0,2023,0,59.0,3-5-2,16.0,8.0,16.1,0.0,0,0
554,2022-12-30,19:15,15,4,13,1,1.0,1.0,1.3,2.3,49.0,4-4-2,Juan Martínez,12.0,6.0,15.4,0.0,0,0,2023,2,51.0,4-1-4-1,19.0,10.0,17.6,2.0,0,0
555,2023-01-16,21:00,17,0,13,21,1.0,1.0,1.6,0.6,50.0,4-4-1-1,Carlos del Cerro,16.0,3.0,18.6,1.0,0,0,2023,2,50.0,3-4-3,12.0,5.0,20.1,1.0,0,0
556,2023-01-28,14:00,19,5,13,18,2.0,0.0,1.9,0.4,43.0,4-4-2,Ricardo de Burgos,10.0,3.0,19.5,0.0,1,1,2023,0,57.0,5-4-1,9.0,2.0,19.2,0.0,0,0
557,2023-02-10,21:00,21,4,13,7,2.0,0.0,0.7,0.2,43.0,4-4-2,Juan Pulido,12.0,3.0,18.7,0.0,0,0,2023,0,57.0,4-4-2,7.0,1.0,21.5,0.0,0,0
558,2023-02-25,16:15,23,5,13,11,1.0,0.0,0.8,0.6,42.0,4-4-2,Alejandro Muñíz,5.0,3.0,14.6,0.0,0,0,2023,0,58.0,4-4-2,11.0,1.0,20.0,0.0,0,0
559,2023-03-10,21:00,25,4,13,3,2.0,2.0,1.7,2.7,51.0,4-4-2,Alejandro Hernández,10.0,3.0,31.7,1.0,1,1,2023,2,49.0,3-4-3,14.0,8.0,20.0,1.0,2,2
560,2023-04-01,18:30,27,5,13,9,0.0,2.0,1.1,1.1,51.0,4-4-2,César Soto,14.0,3.0,17.1,1.0,0,0,2023,1,49.0,4-2-3-1,11.0,5.0,15.8,0.0,0,0
561,2023-04-15,21:00,29,5,13,19,0.0,2.0,0.7,3.5,31.0,4-4-2,Jesús Gil,12.0,3.0,17.1,0.0,0,0,2023,1,69.0,4-3-3,35.0,11.0,16.8,1.0,0,0
562,2023-04-25,19:30,31,1,13,8,0.0,1.0,1.4,1.0,56.0,4-4-2,Carlos del Cerro,20.0,4.0,14.5,0.0,0,0,2023,1,44.0,4-1-4-1,6.0,4.0,15.9,0.0,0,0
563,2023-04-30,14:00,32,6,13,12,2.0,1.0,1.8,1.3,39.0,4-4-2,Ricardo de Burgos,8.0,3.0,13.0,0.0,0,0,2023,0,61.0,5-4-1,16.0,3.0,16.0,0.0,0,0
564,2023-05-19,21:00,35,4,13,20,2.0,0.0,2.2,0.7,47.0,4-2-3-1,Juan Martínez,9.0,3.0,24.2,0.0,1,2,2023,0,53.0,3-5-2,6.0,2.0,16.2,0.0,0,0
565,2023-05-28,19:00,37,6,13,2,1.0,0.0,1.7,0.6,49.0,4-4-2,Ricardo de Burgos,13.0,2.0,13.8,0.0,0,0,2023,0,51.0,4-3-3,9.0,4.0,20.3,1.0,0,0
566,2022-08-15,19:30,1,0,3,5,0.0,3.0,0.7,1.2,42.0,5-3-2,José Sánchez,10.0,0.0,17.7,1.0,0,0,2023,1,58.0,5-3-2,12.0,5.0,18.2,1.0,0,0
567,2022-08-28,17:30,3,6,3,16,0.0,0.0,0.3,1.1,36.0,4-4-2,Jorge Figueroa,8.0,2.0,21.2,1.0,0,0,2023,2,64.0,4-4-2,11.0,6.0,16.4,0.0,0,0
568,2022-09-11,18:30,5,6,3,4,2.0,1.0,1.1,1.2,34.0,5-3-2,Juan Pulido,7.0,2.0,24.2,1.0,0,1,2023,0,66.0,4-1-2-1-2◆,13.0,6.0,15.4,0.0,0,0
569,2022-10-01,16:15,7,5,3,20,2.0,3.0,2.8,1.6,44.0,5-3-2,Alejandro Muñíz,13.0,5.0,14.5,0.0,0,1,2023,1,56.0,4-3-3,13.0,6.0,23.4,1.0,1,1
570,2022-10-08,21:00,8,5,3,19,0.0,1.0,0.3,1.4,35.0,5-3-2,Antonio Matéu Lahoz,9.0,2.0,22.3,0.0,0,0,2023,1,65.0,4-3-3,19.0,4.0,23.0,0.0,0,0
571,2022-10-18,20:00,10,1,3,0,2.0,2.0,0.8,1.0,41.0,5-3-2,José Luis Munuera,11.0,4.0,16.8,0.0,0,0,2023,2,59.0,4-2-3-1,14.0,4.0,18.4,1.0,0,0
572,2022-11-05,14:00,13,5,3,13,0.0,0.0,0.6,1.4,53.0,5-3-2,Alejandro Hernández,13.0,1.0,18.2,1.0,0,0,2023,2,47.0,4-4-2,15.0,4.0,18.6,1.0,0,0
573,2022-12-30,17:00,15,4,3,18,2.0,0.0,1.2,0.6,55.0,5-3-2,Alberola Rojas,14.0,6.0,18.9,0.0,0,0,2023,0,45.0,5-4-1,3.0,0.0,19.9,0.0,0,0
574,2023-01-15,14:00,17,6,3,22,1.0,2.0,0.5,0.8,62.0,5-3-2,Jorge Figueroa,10.0,2.0,19.7,1.0,0,0,2023,1,38.0,3-4-3,10.0,4.0,23.1,1.0,0,0
575,2023-01-28,21:00,19,5,3,15,0.0,1.0,0.3,1.7,39.0,5-3-2,Guillermo Cuadra,6.0,1.0,17.0,0.0,0,0,2023,1,61.0,4-2-3-1,12.0,1.0,20.3,1.0,1,1
576,2023-02-12,14:00,21,6,3,11,1.0,1.0,1.4,2.2,43.0,4-4-2,Isidro Díaz de Mera,12.0,3.0,19.6,0.0,0,1,2023,2,57.0,4-2-3-1,18.0,3.0,19.1,0.0,0,1
577,2023-02-20,21:00,22,0,3,12,1.0,0.0,1.8,1.0,46.0,4-4-2,Mario Melero,15.0,6.0,15.4,0.0,0,0,2023,0,54.0,4-3-3,8.0,3.0,23.0,1.0,0,0
578,2023-03-04,14:00,24,5,3,7,3.0,2.0,1.5,0.8,39.0,5-3-2,Juan Martínez,9.0,5.0,19.0,0.0,1,1,2023,0,61.0,4-1-4-1,9.0,7.0,24.8,0.0,0,0
579,2023-03-19,18:30,26,6,3,9,2.0,0.0,1.7,1.0,37.0,3-4-3,Antonio Matéu,15.0,4.0,18.6,1.0,0,0,2023,0,63.0,5-4-1,11.0,4.0,23.6,0.0,0,0
580,2023-04-16,16:15,29,6,3,10,0.0,0.0,0.5,1.5,35.0,5-3-2,Juan Pulido,5.0,1.0,13.8,0.0,0,0,2023,2,65.0,4-3-3,15.0,3.0,18.3,2.0,0,0
581,2023-04-26,19:30,31,2,3,1,1.0,2.0,1.6,1.9,46.0,3-4-3,Alberola Rojas,21.0,9.0,15.9,0.0,0,0,2023,1,54.0,4-3-3,23.0,11.0,21.2,2.0,0,0
582,2023-05-03,22:00,33,2,3,2,1.0,0.0,2.7,0.3,35.0,4-3-3,Guillermo Cuadra,13.0,3.0,17.0,1.0,1,1,2023,0,65.0,4-4-2,7.0,1.0,19.1,0.0,0,0
583,2023-05-20,18:30,35,5,3,21,1.0,1.0,1.5,1.1,39.0,3-4-3,Javier Villanueva,9.0,5.0,20.0,2.0,0,0,2023,2,61.0,5-3-2,13.0,4.0,12.8,0.0,0,0
584,2023-05-28,19:00,37,6,3,8,2.0,1.0,2.5,0.5,50.0,4-3-3,Antonio Matéu,16.0,6.0,15.9,0.0,0,0,2023,0,50.0,4-2-3-1,10.0,2.0,22.0,1.0,0,0
585,2022-08-14,19:30,1,6,12,7,1.0,0.0,1.6,0.1,46.0,4-3-3,Jorge Figueroa,16.0,1.0,21.2,3.0,1,1,2023,0,54.0,3-4-3,5.0,1.0,23.3,0.0,0,0
586,2022-08-29,22:00,3,0,12,5,0.0,1.0,0.5,1.5,69.0,4-2-3-1,Guillermo Cuadra,12.0,2.0,19.4,3.0,0,0,2023,1,31.0,5-3-2,13.0,7.0,15.1,0.0,0,0
587,2022-09-04,21:00,4,6,12,3,5.0,1.0,2.3,0.2,69.0,4-3-3,José Luis Munuera,24.0,9.0,16.4,0.0,0,0,2023,0,31.0,4-4-2,7.0,4.0,16.4,0.0,0,0
588,2022-09-17,18:30,6,5,12,2,3.0,0.0,1.7,0.5,65.0,4-3-3,Pablo González,14.0,7.0,15.2,0.0,0,0,2023,0,35.0,4-1-3-2,6.0,2.0,13.0,1.0,0,0
589,2022-10-15,16:15,9,5,12,21,2.0,2.0,2.7,1.7,60.0,4-3-3,Juan Pulido,19.0,6.0,16.6,0.0,1,1,2023,2,40.0,5-4-1,7.0,5.0,12.0,0.0,1,1
590,2022-10-22,18:30,11,5,12,18,1.0,2.0,1.2,1.5,67.0,4-3-3,José Sánchez,12.0,2.0,23.1,1.0,1,1,2023,1,33.0,5-4-1,9.0,4.0,17.7,0.0,1,1
591,2022-10-29,21:00,12,5,12,10,0.0,1.0,0.2,1.6,33.0,4-3-3,Ricardo de Burgos,3.0,2.0,15.3,0.0,0,0,2023,1,67.0,4-3-3,13.0,2.0,14.4,0.0,0,0
592,2022-11-10,20:00,14,3,12,15,3.0,0.0,2.0,0.2,62.0,4-3-3,Miguel Ángel Ortiz Arias,15.0,7.0,19.1,2.0,1,1,2023,0,38.0,4-2-3-1,5.0,1.0,17.8,0.0,0,0
593,2023-01-06,21:00,16,4,12,13,0.0,1.0,0.4,0.4,73.0,4-3-3,Pablo González,11.0,2.0,17.3,1.0,0,0,2023,1,27.0,4-2-3-1,6.0,2.0,15.5,0.0,0,0
594,2023-01-23,21:00,18,0,12,1,2.0,2.0,1.9,1.4,57.0,4-4-2,Jesús Gil,16.0,6.0,15.6,0.0,0,0,2023,2,43.0,4-3-3,13.0,3.0,22.6,0.0,0,1
595,2023-02-11,21:00,21,5,12,0,1.0,2.0,1.6,1.5,49.0,4-3-3,César Soto,18.0,8.0,18.3,1.0,0,0,2023,1,51.0,4-2-3-1,11.0,3.0,13.4,0.0,0,0
596,2023-02-25,21:00,23,5,12,4,1.0,0.0,0.5,0.7,38.0,4-3-3,Alejandro Hernández,8.0,3.0,15.5,0.0,0,0,2023,0,62.0,4-1-4-1,11.0,3.0,19.3,1.0,0,0
597,2023-03-11,21:00,25,5,12,8,1.0,0.0,1.7,0.3,55.0,4-3-3,Javier Villanueva,7.0,3.0,13.8,0.0,0,1,2023,0,45.0,4-3-3,7.0,0.0,22.3,0.0,0,0
598,2023-04-03,21:00,27,0,12,11,1.0,1.0,2.3,0.8,61.0,4-3-3,Jorge Figueroa,17.0,3.0,17.4,0.0,1,1,2023,2,39.0,4-2-3-1,7.0,2.0,18.4,0.0,0,0
599,2023-04-16,21:00,29,6,12,9,0.0,2.0,0.4,0.4,60.0,4-4-2,Carlos del Cerro,14.0,3.0,19.9,0.0,0,0,2023,1,40.0,4-2-3-1,6.0,3.0,16.5,0.0,0,0
600,2023-04-27,19:30,31,3,12,20,2.0,1.0,0.9,0.9,49.0,5-4-1,José Luis Munuera,19.0,6.0,19.1,0.0,0,0,2023,0,51.0,5-3-2,9.0,2.0,24.4,1.0,0,0
601,2023-05-03,19:30,33,2,12,16,1.0,1.0,1.2,0.7,33.0,4-2-3-1,Jesús Gil,8.0,1.0,14.9,1.0,0,0,2023,2,67.0,4-3-3,11.0,4.0,18.4,2.0,0,0
602,2023-05-21,18:30,35,6,12,19,1.0,0.0,1.0,1.4,27.0,4-2-3-1,Ricardo de Burgos,11.0,6.0,14.3,0.0,0,0,2023,0,73.0,4-3-3,13.0,5.0,16.5,3.0,0,0
603,2023-05-28,19:00,37,6,12,22,2.0,2.0,2.6,1.2,53.0,4-2-3-1,Jesús Gil,19.0,4.0,16.4,0.0,0,0,2023,2,47.0,5-3-2,9.0,5.0,15.4,0.0,0,0
604,2022-08-14,22:00,1,6,1,19,1.0,2.0,0.7,2.1,33.0,5-3-2,Juan Martínez,10.0,6.0,20.0,0.0,0,0,2023,1,67.0,4-3-3,29.0,15.0,17.6,1.0,0,0
605,2022-08-27,22:00,3,5,1,9,2.0,1.0,2.3,1.0,33.0,3-4-1-2,Jesús Gil,11.0,5.0,15.0,1.0,0,0,2023,0,67.0,4-2-2-2,13.0,5.0,18.6,2.0,0,0
606,2022-09-12,21:00,5,0,1,8,0.0,1.0,0.2,2.0,61.0,4-3-3,Javier Villanueva,7.0,2.0,19.0,0.0,0,0,2023,1,39.0,4-2-3-1,15.0,4.0,13.0,0.0,0,0
607,2022-10-08,14:00,8,5,1,11,3.0,1.0,1.2,0.8,37.0,4-2-3-1,Pablo González,10.0,4.0,18.9,1.0,0,0,2023,0,63.0,4-4-2,12.0,4.0,18.0,0.0,0,0
608,2022-10-20,19:00,10,3,1,7,3.0,2.0,1.8,2.8,35.0,4-2-3-1,Guillermo Cuadra,13.0,7.0,16.8,1.0,0,0,2023,0,65.0,4-4-2,12.0,3.0,19.2,0.0,1,2
609,2022-10-29,14:00,12,5,1,2,3.0,1.0,2.3,0.3,61.0,4-1-4-1,Carlos del Cerro,19.0,5.0,17.9,2.0,0,0,2023,0,39.0,4-1-3-2,8.0,3.0,26.4,0.0,0,0
610,2022-11-09,19:00,14,2,1,3,1.0,0.0,0.5,0.4,54.0,4-1-4-1,Alejandro Muñíz,8.0,3.0,18.3,0.0,0,0,2023,0,46.0,5-3-2,11.0,2.0,16.9,0.0,0,0
611,2023-01-08,14:00,16,6,1,4,0.0,2.0,0.6,1.7,44.0,4-3-3,Alberola Rojas,6.0,1.0,15.4,0.0,0,0,2023,1,56.0,4-1-3-2,9.0,6.0,14.0,0.0,0,0
612,2023-01-15,16:15,17,6,1,5,1.0,1.0,1.4,2.4,55.0,4-3-3,José Sánchez,14.0,3.0,16.1,0.0,0,0,2023,2,45.0,4-1-4-1,12.0,6.0,14.5,0.0,0,0
613,2023-01-27,21:00,19,4,1,22,3.0,1.0,2.1,0.8,56.0,4-3-3,Javier Villanueva,19.0,7.0,17.0,0.0,0,0,2023,0,44.0,4-1-3-2,6.0,3.0,17.1,0.0,0,0
614,2023-02-11,16:15,21,5,1,15,2.0,3.0,2.3,2.5,52.0,4-2-3-1,Alberola Rojas,17.0,9.0,14.6,1.0,0,0,2023,1,48.0,4-2-3-1,12.0,7.0,14.8,1.0,0,0
615,2023-02-26,18:30,23,6,1,10,1.0,0.0,1.0,1.4,28.0,4-4-2,Miguel Ángel Ortiz Arias,6.0,4.0,14.0,0.0,0,0,2023,0,72.0,4-3-3,13.0,1.0,13.0,0.0,0,0
616,2023-03-04,16:15,24,5,1,16,0.0,2.0,0.4,2.1,29.0,4-4-2,Pablo González,6.0,0.0,16.7,0.0,0,0,2023,1,71.0,4-3-3,17.0,6.0,13.6,0.0,0,0
617,2023-03-18,14:00,26,5,1,13,1.0,1.0,2.4,1.4,66.0,4-2-3-1,Carlos del Cerro,16.0,4.0,15.7,1.0,1,1,2023,2,34.0,4-4-2,10.0,4.0,18.6,0.0,0,0
618,2023-04-09,18:30,28,6,1,12,2.0,1.0,0.9,1.3,40.0,4-1-3-2,José Sánchez,10.0,4.0,17.5,1.0,0,0,2023,0,60.0,4-3-3,11.0,3.0,17.0,0.0,0,0
619,2023-04-22,16:15,30,5,1,0,1.0,2.0,0.8,1.7,53.0,4-2-3-1,Valentín Pizarro,12.0,4.0,19.9,2.0,0,0,2023,1,47.0,4-2-3-1,14.0,3.0,18.7,1.0,0,0
620,2023-05-02,19:30,33,1,1,21,2.0,1.0,1.7,1.0,46.0,4-3-3,Alejandro Hernández,10.0,4.0,15.5,1.0,0,0,2023,0,54.0,4-4-2,14.0,1.0,14.0,0.0,0,0
621,2023-05-20,18:30,35,5,1,18,3.0,0.0,1.8,0.8,54.0,4-3-3,Carlos del Cerro,12.0,3.0,21.9,1.0,0,0,2023,0,46.0,5-4-1,7.0,3.0,19.8,1.0,0,0
622,2023-05-28,19:00,37,6,1,20,0.0,0.0,1.7,0.5,49.0,4-3-3,Alberola Rojas,23.0,7.0,18.4,0.0,0,0,2023,2,51.0,4-3-3,8.0,2.0,21.0,1.0,0,0
623,2022-08-13,19:00,1,5,20,16,0.0,3.0,1.0,1.5,51.0,4-1-4-1,Mario Melero,12.0,6.0,19.5,0.0,0,0,2023,1,49.0,4-4-2,10.0,4.0,15.1,0.0,0,0
624,2022-09-05,21:00,4,0,20,1,1.0,0.0,1.2,0.5,51.0,4-3-3,Pablo González,14.0,6.0,18.3,0.0,0,0,2023,0,49.0,4-2-3-1,12.0,0.0,17.6,0.0,0,0
625,2022-09-16,21:00,6,4,20,13,0.0,1.0,1.5,0.3,57.0,4-3-3,José Sánchez,18.0,6.0,18.1,2.0,0,0,2023,1,43.0,4-2-3-1,7.0,1.0,23.2,1.0,0,0
626,2022-10-09,14:00,8,6,20,15,0.0,0.0,0.6,0.5,58.0,4-3-3,Carlos del Cerro,12.0,3.0,22.1,1.0,0,0,2023,2,42.0,4-2-3-1,4.0,1.0,13.1,0.0,0,0
627,2022-10-19,19:00,10,2,20,2,4.0,1.0,1.5,2.6,38.0,5-3-2,Valentín Pizarro,8.0,6.0,19.1,0.0,0,1,2023,0,62.0,4-1-3-2,21.0,4.0,19.0,1.0,0,1
628,2022-10-22,16:15,11,5,20,4,1.0,0.0,0.8,0.9,26.0,3-5-2,Jorge Figueroa,9.0,2.0,18.0,2.0,0,0,2023,0,74.0,4-1-3-2,20.0,2.0,24.9,1.0,0,0
629,2022-11-05,16:15,13,5,20,21,2.0,1.0,1.9,0.2,51.0,4-3-3,Ricardo de Burgos,16.0,11.0,15.6,0.0,0,0,2023,0,49.0,4-4-1-1,4.0,2.0,18.9,1.0,0,0
630,2022-12-30,21:30,15,4,20,19,0.0,2.0,0.6,2.3,39.0,4-3-3,José Luis Munuera,14.0,4.0,21.7,1.0,0,0,2023,1,61.0,4-3-3,18.0,6.0,16.0,0.0,1,1
631,2023-01-14,14:00,17,5,20,11,0.0,1.0,0.6,1.1,45.0,4-3-3,Mario Melero,9.0,2.0,17.4,0.0,0,0,2023,1,55.0,4-2-3-1,12.0,5.0,26.8,1.0,0,1
632,2023-01-29,14:00,19,6,20,12,1.0,0.0,1.5,1.2,52.0,4-3-3,Jorge Figueroa,13.0,6.0,20.6,0.0,0,0,2023,0,48.0,4-3-3,15.0,2.0,15.5,0.0,0,0
633,2023-02-12,18:30,21,6,20,8,0.0,0.0,1.6,0.7,51.0,4-2-3-1,Guillermo Cuadra,18.0,4.0,19.0,1.0,0,0,2023,2,49.0,4-3-3,15.0,4.0,20.4,1.0,0,0
634,2023-03-05,14:00,24,6,20,22,2.0,1.0,1.4,1.2,45.0,4-3-3,Valentín Pizarro,15.0,5.0,19.2,1.0,0,0,2023,0,55.0,4-2-3-1,12.0,2.0,17.9,0.0,0,0
635,2023-03-17,21:00,26,4,20,0,1.0,3.0,1.1,2.6,48.0,4-2-3-1,Alberola Rojas,15.0,3.0,18.6,0.0,0,0,2023,1,52.0,4-2-3-1,15.0,5.0,15.6,1.0,1,1
636,2023-04-09,14:00,28,6,20,18,3.0,3.0,1.2,1.8,62.0,4-3-3,Alejandro Muñíz,10.0,6.0,14.7,0.0,0,0,2023,2,38.0,5-4-1,13.0,5.0,19.5,1.0,1,1
637,2023-04-22,18:30,30,5,20,7,1.0,0.0,1.1,1.0,38.0,4-3-3,Mario Melero,15.0,6.0,19.9,0.0,0,0,2023,0,62.0,4-1-4-1,12.0,6.0,18.6,0.0,0,0
638,2023-04-30,21:00,32,6,20,5,2.0,5.0,1.8,2.0,57.0,3-4-1-2,Antonio Matéu,18.0,5.0,19.0,1.0,1,1,2023,1,43.0,5-3-2,9.0,5.0,13.7,0.0,0,0
639,2023-05-14,18:30,34,6,20,9,0.0,3.0,2.0,2.5,55.0,4-3-3,Miguel Ángel Ortiz Arias,28.0,4.0,20.1,2.0,0,0,2023,1,45.0,4-2-3-1,17.0,5.0,16.8,1.0,0,0
640,2023-05-23,22:00,36,1,20,10,3.0,1.0,2.3,1.7,31.0,4-2-3-1,César Soto,7.0,3.0,16.8,0.0,1,1,2023,0,69.0,4-3-3,16.0,6.0,16.4,1.0,0,0
641,2023-06-04,21:00,38,6,20,3,0.0,0.0,0.9,0.5,78.0,4-3-3,José Luis Munuera,15.0,0.0,20.2,1.0,0,0,2023,2,22.0,4-4-2,4.0,1.0,12.2,0.0,0,0
642,2022-08-19,20:00,2,4,22,11,0.0,2.0,0.8,1.4,54.0,4-3-3,Jorge Figueroa,13.0,1.0,18.3,2.0,0,0,2023,1,46.0,4-2-3-1,8.0,3.0,19.5,1.0,0,0
643,2022-08-28,22:00,3,6,22,19,1.0,3.0,1.3,2.1,36.0,4-1-4-1,Mario Melero,15.0,4.0,16.1,0.0,0,0,2023,1,64.0,4-3-3,19.0,6.0,16.2,1.0,0,0
644,2022-09-10,16:15,5,5,22,9,2.0,3.0,2.5,2.0,58.0,4-2-3-1,Guillermo Cuadra,18.0,4.0,18.7,0.0,1,1,2023,1,42.0,4-2-3-1,11.0,7.0,13.1,0.0,0,0
645,2022-10-02,14:00,7,6,22,12,2.0,2.0,0.8,1.1,38.0,4-2-3-1,Valentín Pizarro,10.0,5.0,16.2,0.0,0,0,2023,2,62.0,4-3-3,12.0,5.0,14.8,1.0,0,0
646,2022-10-16,18:30,9,6,22,20,1.0,0.0,1.3,0.7,49.0,4-1-3-2,Antonio Matéu Lahoz,15.0,3.0,17.6,1.0,0,0,2023,0,51.0,4-3-3,14.0,2.0,21.8,0.0,0,0
647,2022-10-23,14:00,11,6,22,21,2.0,2.0,2.2,0.5,41.0,4-3-3,José Luis Munuera,13.0,5.0,20.0,1.0,0,0,2023,2,59.0,5-3-2,9.0,4.0,17.5,0.0,0,0
648,2022-11-09,20:00,14,2,22,16,0.0,1.0,1.1,0.7,44.0,4-2-3-1,Javier Villanueva,14.0,6.0,18.7,0.0,0,0,2023,1,56.0,4-3-3,10.0,3.0,17.2,0.0,0,0
649,2023-01-07,21:00,16,5,22,7,2.0,2.0,1.5,1.2,44.0,4-3-3,Carlos del Cerro,12.0,6.0,16.9,0.0,0,0,2023,2,56.0,4-1-4-1,12.0,5.0,16.2,0.0,0,0
650,2023-01-21,16:15,18,5,22,15,1.0,0.0,2.3,0.9,31.0,4-4-2,Pablo González,8.0,2.0,10.0,0.0,0,0,2023,0,69.0,4-2-3-1,13.0,3.0,21.7,3.0,0,0
651,2023-02-04,14:00,20,5,22,8,1.0,1.0,1.4,0.9,41.0,4-4-2,Jesús Gil,9.0,4.0,13.3,0.0,0,0,2023,2,59.0,4-1-4-1,9.0,3.0,14.3,0.0,0,0
652,2023-02-13,21:00,21,0,22,4,2.0,3.0,1.2,1.4,44.0,4-4-2,Alejandro Muñíz,10.0,6.0,14.5,0.0,0,0,2023,1,56.0,4-1-4-1,11.0,4.0,18.4,1.0,0,0
653,2023-02-25,14:00,23,5,22,18,2.0,1.0,1.4,0.7,40.0,4-3-3,Alberola Rojas,9.0,3.0,10.9,0.0,0,0,2023,0,60.0,5-3-2,15.0,4.0,21.8,0.0,0,0
654,2023-03-18,18:30,26,5,22,2,1.0,3.0,1.2,1.6,57.0,4-2-3-1,Guillermo Cuadra,11.0,3.0,14.4,1.0,0,0,2023,1,43.0,4-4-2,7.0,3.0,12.9,0.0,1,1
655,2023-04-08,16:15,28,5,22,0,1.0,2.0,0.9,2.3,49.0,4-2-3-1,José Luis Munuera,9.0,2.0,18.3,0.0,0,0,2023,1,51.0,4-2-3-1,12.0,7.0,11.7,0.0,0,0
656,2023-04-21,21:00,30,4,22,13,0.0,0.0,1.3,1.4,56.0,5-3-2,Juan Martínez,14.0,5.0,14.7,1.0,0,0,2023,2,44.0,4-4-2,11.0,2.0,15.0,0.0,0,0
657,2023-04-30,18:30,32,6,22,3,1.0,0.0,2.4,0.5,56.0,5-3-2,José Sánchez,16.0,7.0,17.2,3.0,1,1,2023,0,44.0,4-4-2,7.0,2.0,17.2,1.0,0,0
658,2023-05-14,21:00,34,6,22,10,2.0,4.0,2.7,3.1,31.0,5-3-2,Ricardo de Burgos,15.0,7.0,15.0,0.0,0,0,2023,1,69.0,4-3-3,15.0,5.0,15.3,0.0,0,0
659,2023-05-24,22:00,36,2,22,5,3.0,3.0,3.0,2.3,46.0,5-3-2,Mario Melero,25.0,12.0,17.3,0.0,1,1,2023,2,54.0,5-3-2,16.0,7.0,16.8,0.0,0,0
660,2023-06-04,21:00,38,6,22,1,3.0,3.0,0.6,1.8,63.0,4-2-3-1,César Soto,12.0,8.0,20.1,0.0,0,0,2023,2,37.0,4-3-3,10.0,3.0,17.1,0.0,1,1
661,2022-08-22,20:00,2,0,21,1,1.0,1.0,1.0,0.7,54.0,4-4-2,Isidro Díaz de Mera,13.0,3.0,16.3,0.0,0,0,2023,2,46.0,3-4-1-2,12.0,7.0,18.3,1.0,0,0
662,2022-08-27,17:30,3,5,21,4,0.0,1.0,0.7,1.8,45.0,4-4-2,Javier Villanueva,12.0,5.0,19.9,0.0,0,0,2023,1,55.0,4-1-2-1-2◆,8.0,4.0,19.2,0.0,0,1
663,2022-09-11,16:15,5,6,21,0,1.0,4.0,0.9,2.7,47.0,4-2-3-1,Mario Melero,9.0,2.0,21.0,0.0,0,0,2023,1,53.0,4-2-3-1,15.0,7.0,16.3,0.0,1,1
664,2022-10-10,21:00,8,0,21,18,1.0,1.0,0.5,2.3,42.0,5-3-2,Valentín Pizarro,7.0,2.0,18.2,1.0,0,0,2023,2,58.0,3-4-3,9.0,2.0,18.8,0.0,1,2
665,2022-10-19,21:00,10,2,21,19,0.0,3.0,0.8,1.5,38.0,4-1-4-1,Jesús Gil,10.0,3.0,15.4,0.0,0,0,2023,1,62.0,4-3-3,10.0,6.0,16.8,0.0,0,0
666,2022-10-31,21:00,12,0,21,3,0.0,1.0,1.3,0.4,59.0,5-4-1,César Soto,11.0,4.0,19.3,0.0,0,1,2023,1,41.0,5-3-2,8.0,3.0,17.7,0.0,0,0
667,2022-11-08,19:00,14,1,21,7,1.0,2.0,0.6,2.3,45.0,4-2-3-1,Pablo González,11.0,2.0,17.2,0.0,0,0,2023,1,55.0,4-1-4-1,21.0,3.0,14.8,0.0,0,0
668,2023-01-06,18:30,16,4,21,2,0.0,1.0,1.0,2.0,57.0,3-4-3,Miguel Ángel Ortiz Arias,13.0,5.0,18.1,1.0,0,0,2023,1,43.0,5-3-2,14.0,7.0,15.7,0.0,0,0
669,2023-01-22,16:15,18,6,21,8,1.0,1.0,1.2,0.5,44.0,3-4-3,Alejandro Muñíz,13.0,4.0,14.8,0.0,0,0,2023,2,56.0,4-3-3,8.0,4.0,18.3,0.0,0,0
670,2023-02-04,16:15,20,5,21,16,3.0,1.0,3.0,1.4,28.0,3-4-3,José Luis Munuera,16.0,5.0,18.4,1.0,2,2,2023,0,72.0,4-3-3,14.0,2.0,18.3,0.0,0,0
671,2023-02-19,14:00,22,6,21,22,0.0,1.0,1.8,1.3,46.0,3-4-3,Carlos del Cerro,19.0,5.0,15.1,0.0,0,0,2023,1,54.0,3-5-2,11.0,3.0,13.1,0.0,0,0
672,2023-02-24,21:00,23,4,21,15,2.0,3.0,1.0,4.1,35.0,3-4-3,Javier Villanueva,3.0,1.0,23.8,0.0,1,1,2023,1,65.0,4-2-3-1,18.0,6.0,20.4,2.0,2,3
673,2023-03-11,16:15,25,5,21,20,1.0,1.0,2.0,0.2,56.0,5-3-2,Isidro Díaz de Mera,24.0,10.0,16.3,1.0,0,0,2023,2,44.0,4-1-4-1,5.0,1.0,19.7,0.0,0,0
